Id,Port Number,Service Name,Transport Protocol,Description
28390,22344,,,Unassigned
28391,22345,,,Unassigned
28392,22346,,,Unassigned
28393,22347,wibukey,tcp,WibuKey Standard WkLan
28394,22347,wibukey,udp,WibuKey Standard WkLan
28395,22348,,,Unassigned
28396,22349,,,Unassigned
28397,22350,codemeter,tcp,CodeMeter Standard
28398,22350,codemeter,udp,CodeMeter Standard
28399,22351,codemeter-cmwan,tcp,TPC/IP requests of copy protection software to a server
28400,22351,,udp,Reserved
28401,22352,,,Unassigned
28402,22353,,,Unassigned
28403,22354,,,Unassigned
28404,22355,,,Unassigned
28405,22356,,,Unassigned
28406,22357,,,Unassigned
28407,22358,,,Unassigned
28408,22359,,,Unassigned
28409,22360,,,Unassigned
28410,22361,,,Unassigned
28411,22362,,,Unassigned
28412,22363,,,Unassigned
28413,22364,,,Unassigned
28414,22365,,,Unassigned
28415,22366,,,Unassigned
28416,22367,,,Unassigned
28417,22368,,,Unassigned
28418,22369,,,Unassigned
28419,22370,,,Unassigned
28420,22371,,,Unassigned
28421,22372,,,Unassigned
28422,22373,,,Unassigned
28423,22374,,,Unassigned
28424,22375,,,Unassigned
28425,22376,,,Unassigned
28426,22377,,,Unassigned
28427,22378,,,Unassigned
28428,22379,,,Unassigned
28429,22380,,,Unassigned
28430,22381,,,Unassigned
28431,22382,,,Unassigned
28432,22383,,,Unassigned
28433,22384,,,Unassigned
28434,22385,,,Unassigned
28435,22386,,,Unassigned
28436,22387,,,Unassigned
28437,22388,,,Unassigned
28438,22389,,,Unassigned
28439,22390,,,Unassigned
28440,22391,,,Unassigned
28441,22392,,,Unassigned
28442,22393,,,Unassigned
28443,22394,,,Unassigned
28444,22395,,,Unassigned
28445,22396,,,Unassigned
28446,22397,,,Unassigned
28447,22398,,,Unassigned
28448,22399,,,Unassigned
28449,22400,,,Unassigned
28450,22401,,,Unassigned
28451,22402,,,Unassigned
28452,22403,,,Unassigned
28453,22404,,,Unassigned
28454,22405,,,Unassigned
28455,22406,,,Unassigned
28456,22407,,,Unassigned
28457,22408,,,Unassigned
28458,22409,,,Unassigned
28459,22410,,,Unassigned
28460,22411,,,Unassigned
28461,22412,,,Unassigned
28462,22413,,,Unassigned
28463,22414,,,Unassigned
28464,22415,,,Unassigned
28465,22416,,,Unassigned
28466,22417,,,Unassigned
28467,22418,,,Unassigned
28468,22419,,,Unassigned
28469,22420,,,Unassigned
28470,22421,,,Unassigned
28471,22422,,,Unassigned
28472,22423,,,Unassigned
28473,22424,,,Unassigned
28474,22425,,,Unassigned
28475,22426,,,Unassigned
28476,22427,,,Unassigned
28477,22428,,,Unassigned
28478,22429,,,Unassigned
28479,22430,,,Unassigned
28480,22431,,,Unassigned
28481,22432,,,Unassigned
28482,22433,,,Unassigned
28483,22434,,,Unassigned
28484,22435,,,Unassigned
28485,22436,,,Unassigned
28486,22437,,,Unassigned
28487,22438,,,Unassigned
28488,22439,,,Unassigned
28489,22440,,,Unassigned
28490,22441,,,Unassigned
28491,22442,,,Unassigned
28492,22443,,,Unassigned
28493,22444,,,Unassigned
28494,22445,,,Unassigned
28495,22446,,,Unassigned
28496,22447,,,Unassigned
28497,22448,,,Unassigned
28498,22449,,,Unassigned
28499,22450,,,Unassigned
28500,22451,,,Unassigned
28501,22452,,,Unassigned
28502,22453,,,Unassigned
28503,22454,,,Unassigned
28504,22455,,,Unassigned
28505,22456,,,Unassigned
28506,22457,,,Unassigned
28507,22458,,,Unassigned
28508,22459,,,Unassigned
28509,22460,,,Unassigned
28510,22461,,,Unassigned
28511,22462,,,Unassigned
28512,22463,,,Unassigned
28513,22464,,,Unassigned
28514,22465,,,Unassigned
28515,22466,,,Unassigned
28516,22467,,,Unassigned
28517,22468,,,Unassigned
28518,22469,,,Unassigned
28519,22470,,,Unassigned
28520,22471,,,Unassigned
28521,22472,,,Unassigned
28522,22473,,,Unassigned
28523,22474,,,Unassigned
28524,22475,,,Unassigned
28525,22476,,,Unassigned
28526,22477,,,Unassigned
28527,22478,,,Unassigned
28528,22479,,,Unassigned
28529,22480,,,Unassigned
28530,22481,,,Unassigned
28531,22482,,,Unassigned
28532,22483,,,Unassigned
28533,22484,,,Unassigned
28534,22485,,,Unassigned
28535,22486,,,Unassigned
28536,22487,,,Unassigned
28537,22488,,,Unassigned
28538,22489,,,Unassigned
28539,22490,,,Unassigned
28540,22491,,,Unassigned
28541,22492,,,Unassigned
28542,22493,,,Unassigned
28543,22494,,,Unassigned
28544,22495,,,Unassigned
28545,22496,,,Unassigned
28546,22497,,,Unassigned
28547,22498,,,Unassigned
28548,22499,,,Unassigned
28549,22500,,,Unassigned
28550,22501,,,Unassigned
28551,22502,,,Unassigned
28552,22503,,,Unassigned
28553,22504,,,Unassigned
28554,22505,,,Unassigned
28555,22506,,,Unassigned
28556,22507,,,Unassigned
28557,22508,,,Unassigned
28558,22509,,,Unassigned
28559,22510,,,Unassigned
28560,22511,,,Unassigned
28561,22512,,,Unassigned
28562,22513,,,Unassigned
28563,22514,,,Unassigned
28564,22515,,,Unassigned
28565,22516,,,Unassigned
28566,22517,,,Unassigned
28567,22518,,,Unassigned
28568,22519,,,Unassigned
28569,22520,,,Unassigned
28570,22521,,,Unassigned
28571,22522,,,Unassigned
28572,22523,,,Unassigned
28573,22524,,,Unassigned
28574,22525,,,Unassigned
28575,22526,,,Unassigned
28576,22527,,,Unassigned
28577,22528,,,Unassigned
28578,22529,,,Unassigned
28579,22530,,,Unassigned
28580,22531,,,Unassigned
28581,22532,,,Unassigned
28582,22533,,,Unassigned
28583,22534,,,Unassigned
28584,22535,,,Unassigned
28585,22536,,,Unassigned
28586,22537,caldsoft-backup,tcp,CaldSoft Backup server file transfer
28587,22537,,udp,Reserved
28588,22538,,,Unassigned
28589,22539,,,Unassigned
28590,22540,,,Unassigned
28591,22541,,,Unassigned
28592,22542,,,Unassigned
28593,22543,,,Unassigned
28594,22544,,,Unassigned
28595,22545,,,Unassigned
28596,22546,,,Unassigned
28597,22547,,,Unassigned
28598,22548,,,Unassigned
28599,22549,,,Unassigned
28600,22550,,,Unassigned
28601,22551,,,Unassigned
28602,22552,,,Unassigned
28603,22553,,,Unassigned
28604,22554,,,Unassigned
28605,22555,vocaltec-wconf,tcp,Vocaltec Web Conference
28606,22555,vocaltec-phone,udp,Vocaltec Internet Phone
28607,22556,,,Unassigned
28608,22557,,,Unassigned
28609,22558,,,Unassigned
28610,22559,,,Unassigned
28611,22560,,,Unassigned
28612,22561,,,Unassigned
28613,22562,,,Unassigned
28614,22563,,,Unassigned
28615,22564,,,Unassigned
28616,22565,,,Unassigned
28617,22566,,,Unassigned
28618,22567,,,Unassigned
28619,22568,,,Unassigned
28620,22569,,,Unassigned
28621,22570,,,Unassigned
28622,22571,,,Unassigned
28623,22572,,,Unassigned
28624,22573,,,Unassigned
28625,22574,,,Unassigned
28626,22575,,,Unassigned
28627,22576,,,Unassigned
28628,22577,,,Unassigned
28629,22578,,,Unassigned
28630,22579,,,Unassigned
28631,22580,,,Unassigned
28632,22581,,,Unassigned
28633,22582,,,Unassigned
28634,22583,,,Unassigned
28635,22584,,,Unassigned
28636,22585,,,Unassigned
28637,22586,,,Unassigned
28638,22587,,,Unassigned
28639,22588,,,Unassigned
28640,22589,,,Unassigned
28641,22590,,,Unassigned
28642,22591,,,Unassigned
28643,22592,,,Unassigned
28644,22593,,,Unassigned
28645,22594,,,Unassigned
28646,22595,,,Unassigned
28647,22596,,,Unassigned
28648,22597,,,Unassigned
28649,22598,,,Unassigned
28650,22599,,,Unassigned
28651,22600,,,Unassigned
28652,22601,,,Unassigned
28653,22602,,,Unassigned
28654,22603,,,Unassigned
28655,22604,,,Unassigned
28656,22605,,,Unassigned
28657,22606,,,Unassigned
28658,22607,,,Unassigned
28659,22608,,,Unassigned
28660,22609,,,Unassigned
28661,22610,,,Unassigned
28662,22611,,,Unassigned
28663,22612,,,Unassigned
28664,22613,,,Unassigned
28665,22614,,,Unassigned
28666,22615,,,Unassigned
28667,22616,,,Unassigned
28668,22617,,,Unassigned
28669,22618,,,Unassigned
28670,22619,,,Unassigned
28671,22620,,,Unassigned
28672,22621,,,Unassigned
28673,22622,,,Unassigned
28674,22623,,,Unassigned
28675,22624,,,Unassigned
28676,22625,,,Unassigned
28677,22626,,,Unassigned
28678,22627,,,Unassigned
28679,22628,,,Unassigned
28680,22629,,,Unassigned
28681,22630,,,Unassigned
28682,22631,,,Unassigned
28683,22632,,,Unassigned
28684,22633,,,Unassigned
28685,22634,,,Unassigned
28686,22635,,,Unassigned
28687,22636,,,Unassigned
28688,22637,,,Unassigned
28689,22638,,,Unassigned
28690,22639,,,Unassigned
28691,22640,,,Unassigned
28692,22641,,,Unassigned
28693,22642,,,Unassigned
28694,22643,,,Unassigned
28695,22644,,,Unassigned
28696,22645,,,Unassigned
28697,22646,,,Unassigned
28698,22647,,,Unassigned
28699,22648,,,Unassigned
28700,22649,,,Unassigned
28701,22650,,,Unassigned
28702,22651,,,Unassigned
28703,22652,,,Unassigned
28704,22653,,,Unassigned
28705,22654,,,Unassigned
28706,22655,,,Unassigned
28707,22656,,,Unassigned
28708,22657,,,Unassigned
28709,22658,,,Unassigned
28710,22659,,,Unassigned
28711,22660,,,Unassigned
28712,22661,,,Unassigned
28713,22662,,,Unassigned
28714,22663,,,Unassigned
28715,22664,,,Unassigned
28716,22665,,,Unassigned
28717,22666,,,Unassigned
28718,22667,,,Unassigned
28719,22668,,,Unassigned
28720,22669,,,Unassigned
28721,22670,,,Unassigned
28722,22671,,,Unassigned
28723,22672,,,Unassigned
28724,22673,,,Unassigned
28725,22674,,,Unassigned
28726,22675,,,Unassigned
28727,22676,,,Unassigned
28728,22677,,,Unassigned
28729,22678,,,Unassigned
28730,22679,,,Unassigned
28731,22680,,,Unassigned
28732,22681,,,Unassigned
28733,22682,,,Unassigned
28734,22683,,,Unassigned
28735,22684,,,Unassigned
28736,22685,,,Unassigned
28737,22686,,,Unassigned
28738,22687,,,Unassigned
28739,22688,,,Unassigned
28740,22689,,,Unassigned
28741,22690,,,Unassigned
28742,22691,,,Unassigned
28743,22692,,,Unassigned
28744,22693,,,Unassigned
28745,22694,,,Unassigned
28746,22695,,,Unassigned
28747,22696,,,Unassigned
28748,22697,,,Unassigned
28749,22698,,,Unassigned
28750,22699,,,Unassigned
28751,22700,,,Unassigned
28752,22701,,,Unassigned
28753,22702,,,Unassigned
28754,22703,,,Unassigned
28755,22704,,,Unassigned
28756,22705,,,Unassigned
28757,22706,,,Unassigned
28758,22707,,,Unassigned
28759,22708,,,Unassigned
28760,22709,,,Unassigned
28761,22710,,,Unassigned
28762,22711,,,Unassigned
28763,22712,,,Unassigned
28764,22713,,,Unassigned
28765,22714,,,Unassigned
28766,22715,,,Unassigned
28767,22716,,,Unassigned
28768,22717,,,Unassigned
28769,22718,,,Unassigned
28770,22719,,,Unassigned
28771,22720,,,Unassigned
28772,22721,,,Unassigned
28773,22722,,,Unassigned
28774,22723,,,Unassigned
28775,22724,,,Unassigned
28776,22725,,,Unassigned
28777,22726,,,Unassigned
28778,22727,,,Unassigned
28779,22728,,,Unassigned
28780,22729,,,Unassigned
28781,22730,,,Unassigned
28782,22731,,,Unassigned
28783,22732,,,Unassigned
28784,22733,,,Unassigned
28785,22734,,,Unassigned
28786,22735,,,Unassigned
28787,22736,,,Unassigned
28788,22737,,,Unassigned
28789,22738,,,Unassigned
28790,22739,,,Unassigned
28791,22740,,,Unassigned
28792,22741,,,Unassigned
28793,22742,,,Unassigned
28794,22743,,,Unassigned
28795,22744,,,Unassigned
28796,22745,,,Unassigned
28797,22746,,,Unassigned
28798,22747,,,Unassigned
28799,22748,,,Unassigned
28800,22749,,,Unassigned
28801,22750,,,Unassigned
28802,22751,,,Unassigned
28803,22752,,,Unassigned
28804,22753,,,Unassigned
28805,22754,,,Unassigned
28806,22755,,,Unassigned
28807,22756,,,Unassigned
28808,22757,,,Unassigned
28809,22758,,,Unassigned
28810,22759,,,Unassigned
28811,22760,,,Unassigned
28812,22761,,,Unassigned
28813,22762,,,Unassigned
28814,22763,talikaserver,tcp,Talika Main Server
28815,22763,talikaserver,udp,Talika Main Server
28816,22764,,,Unassigned
28817,22765,,,Unassigned
28818,22766,,,Unassigned
28819,22767,,,Unassigned
28820,22768,,,Unassigned
28821,22769,,,Unassigned
28822,22770,,,Unassigned
28823,22771,,,Unassigned
28824,22772,,,Unassigned
28825,22773,,,Unassigned
28826,22774,,,Unassigned
28827,22775,,,Unassigned
28828,22776,,,Unassigned
28829,22777,,,Unassigned
28830,22778,,,Unassigned
28831,22779,,,Unassigned
28832,22780,,,Unassigned
28833,22781,,,Unassigned
28834,22782,,,Unassigned
28835,22783,,,Unassigned
28836,22784,,,Unassigned
28837,22785,,,Unassigned
28838,22786,,,Unassigned
28839,22787,,,Unassigned
28840,22788,,,Unassigned
28841,22789,,,Unassigned
28842,22790,,,Unassigned
28843,22791,,,Unassigned
28844,22792,,,Unassigned
28845,22793,,,Unassigned
28846,22794,,,Unassigned
28847,22795,,,Unassigned
28848,22796,,,Unassigned
28849,22797,,,Unassigned
28850,22798,,,Unassigned
28851,22799,,,Unassigned
28852,22800,aws-brf,tcp,Telerate Information Platform LAN
28853,22800,aws-brf,udp,Telerate Information Platform LAN
28854,22801,,,Unassigned
28855,22802,,,Unassigned
28856,22803,,,Unassigned
28857,22804,,,Unassigned
28858,22805,,,Unassigned
28859,22806,,,Unassigned
28860,22807,,,Unassigned
28861,22808,,,Unassigned
28862,22809,,,Unassigned
28863,22810,,,Unassigned
28864,22811,,,Unassigned
28865,22812,,,Unassigned
28866,22813,,,Unassigned
28867,22814,,,Unassigned
28868,22815,,,Unassigned
28869,22816,,,Unassigned
28870,22817,,,Unassigned
28871,22818,,,Unassigned
28872,22819,,,Unassigned
28873,22820,,,Unassigned
28874,22821,,,Unassigned
28875,22822,,,Unassigned
28876,22823,,,Unassigned
28877,22824,,,Unassigned
28878,22825,,,Unassigned
28879,22826,,,Unassigned
28880,22827,,,Unassigned
28881,22828,,,Unassigned
28882,22829,,,Unassigned
28883,22830,,,Unassigned
28884,22831,,,Unassigned
28885,22832,,,Unassigned
28886,22833,,,Unassigned
28887,22834,,,Unassigned
28888,22835,,,Unassigned
28889,22836,,,Unassigned
28890,22837,,,Unassigned
28891,22838,,,Unassigned
28892,22839,,,Unassigned
28893,22840,,,Unassigned
28894,22841,,,Unassigned
28895,22842,,,Unassigned
28896,22843,,,Unassigned
28897,22844,,,Unassigned
28898,22845,,,Unassigned
28899,22846,,,Unassigned
28900,22847,,,Unassigned
28901,22848,,,Unassigned
28902,22849,,,Unassigned
28903,22850,,,Unassigned
28904,22851,,,Unassigned
28905,22852,,,Unassigned
28906,22853,,,Unassigned
28907,22854,,,Unassigned
28908,22855,,,Unassigned
28909,22856,,,Unassigned
28910,22857,,,Unassigned
28911,22858,,,Unassigned
28912,22859,,,Unassigned
28913,22860,,,Unassigned
28914,22861,,,Unassigned
28915,22862,,,Unassigned
28916,22863,,,Unassigned
28917,22864,,,Unassigned
28918,22865,,,Unassigned
28919,22866,,,Unassigned
28920,22867,,,Unassigned
28921,22868,,,Unassigned
28922,22869,,,Unassigned
28923,22870,,,Unassigned
28924,22871,,,Unassigned
28925,22872,,,Unassigned
28926,22873,,,Unassigned
28927,22874,,,Unassigned
28928,22875,,,Unassigned
28929,22876,,,Unassigned
28930,22877,,,Unassigned
28931,22878,,,Unassigned
28932,22879,,,Unassigned
28933,22880,,,Unassigned
28934,22881,,,Unassigned
28935,22882,,,Unassigned
28936,22883,,,Unassigned
28937,22884,,,Unassigned
28938,22885,,,Unassigned
28939,22886,,,Unassigned
28940,22887,,,Unassigned
28941,22888,,,Unassigned
28942,22889,,,Unassigned
28943,22890,,,Unassigned
28944,22891,,,Unassigned
28945,22892,,,Unassigned
28946,22893,,,Unassigned
28947,22894,,,Unassigned
28948,22895,,,Unassigned
28949,22896,,,Unassigned
28950,22897,,,Unassigned
28951,22898,,,Unassigned
28952,22899,,,Unassigned
28953,22900,,,Unassigned
28954,22901,,,Unassigned
28955,22902,,,Unassigned
28956,22903,,,Unassigned
28957,22904,,,Unassigned
28958,22905,,,Unassigned
28959,22906,,,Unassigned
28960,22907,,,Unassigned
28961,22908,,,Unassigned
28962,22909,,,Unassigned
28963,22910,,,Unassigned
28964,22911,,,Unassigned
28965,22912,,,Unassigned
28966,22913,,,Unassigned
28967,22914,,,Unassigned
28968,22915,,,Unassigned
28969,22916,,,Unassigned
28970,22917,,,Unassigned
28971,22918,,,Unassigned
28972,22919,,,Unassigned
28973,22920,,,Unassigned
28974,22921,,,Unassigned
28975,22922,,,Unassigned
28976,22923,,,Unassigned
28977,22924,,,Unassigned
28978,22925,,,Unassigned
28979,22926,,,Unassigned
28980,22927,,,Unassigned
28981,22928,,,Unassigned
